objectid,filename,youtubeid,vimeoid,title,description,subject,language,genre,duration,creator,castcrew,adviser,date,location,latitude,longitude,source,identifier,type,format,itemhistory,link,rights,rightsstatement
coll045,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_BrolaW_Kape.png?raw=true,,,Kape ,,HUMAN RELATIONS IN FILM,fil,Nar.,13:28,"Briola, Wesley A.","Briola, Wesley; Briola, Julito; Briola, Gloria; Beltran, Phoebe; Laya, Inang","Santiago, Arminda V. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000045,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Kape.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll046,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_AngK_Jane.png?raw=true,,,Jane,"Jane, a fourth year high school student, wants to lose weight in order for the school heartthrob to notice her and eventually take her to the Junior-Senior Prom. With the help of her friends, Jane tries to lose weight within one week. During the span of one week, she experiences the difficulty that comes with being overweight and the pressure that society puts on being thin and beautiful. In the end, she realizes that the only ways to feel good and have fun is to accept herself as she is. The reason why I chose this topic for my thesis is because the issue of being overweight in a thin society has been confronting me all my life. I have tried everything to lose weight but nothing worked. The so-called problem is in my genes but society doesn't want to accept that. They would rather think of fat people as being lazy slobs who eat all day. I am sick of trying to measure up to society's standards of beauty. I believe that people should be allowed to feel comfortable with their bodies. The thesis was shot using a hi-8 camera and edited using non-linear editing.",HEALTH EDUCATION FILM,fil,Nar.,17:18,"Ang, Karen Jane","Dela Cruz, Jenny; De Jesus, Ramil; Bautista, Ramon; Ricamonte, Erwin","Lejano, Eduardo",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000046,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Jane.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll047,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_AtencioL_KaDomeng.png?raw=true,,,KA Domeng ,,MYTHS AND THE CINEMA,fil,Doc.,15:37,"Atencio, Leonor Y.","Atencio, Simmeon; Atencio, Lilia; Yared, Gabriel; ","Lejano, Eduardo",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000047,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_KADomeng.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll048,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_VillaluzL_LoloKoatmgaKaibigangBeterano.png?raw=true,,,Lolo ko at mga Kaibingang Beterano ,,WAR VETERANS IN FILM,fil,Doc.,14:29,"Villaluz, Lenor Anne Rivera","Villaluz, Josephine; Villaluz, Lenor Anne; Cruz, Dhino; ","Paglinauan, Ellen J. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000048,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_AngLolokoatmgaKaibingangBeterano.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll049,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_RetugalA_SastrengRebolusyunario.png?raw=true,,,Sastreng Rebolusyonario ,The filmmaker's research and documentation of her grandfather who served as tailor of Katipunero uniforms. [from DVD Jacket],"WORKERS IN FILMS, WAR IN FILM",fil,Doc.,23min,"Retugal, Andrea De Leon","Retugal, Andrea De Leon","Paglinauan, Ellen J. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000049,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_SastrengRebolusyonario.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll050,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_GonzagaC_Sumpay.png?raw=true,,,Sumpay(connection;link) ,,WATER IN FILMS,fil,Doc.,0:27:17,"Gonzaga, Charina Amparo Gonzalez","Limpin, Vivian; Coronel, Chati; Gonzaga, Charina; Quibilan, Jason; Valdellon, Lionel ","Paglinauan, Ellen J. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000050,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Sumpay.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll051,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_MacavintaC_Bakas.png?raw=true,,,Bakas ,"Alex and Lisa are siblings with a great bond from their childhood. They usually play and spend a lot of time together. When they got older, Lisa became distant to him. Lisa deals with a problem she deals alone, but later on, she tries again to rebuild the bond with his brother. [supplied by Quad]",FAMILY IN FILMS,fil,Nar.,9:17,"Macavinta, Cristino Jr.; Bautista, Elmer ","Macavinta Family, Bautista Family, Moshe Ladanga 
","Alfonso, Grace Javier ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000051,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Bakas.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll052,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_MontelibanoG_BiyahengFX.png?raw=true,,,Biyaheng FX Patungo sa Kinabukasan ni Naldo ,"Naldo shares his journey as an FX driver. While interviewing, they were heading to the lot he has been paying for their new lot. [supplied by Quad]",WORKERS IN FILMS,fil,Doc.,13min,"Montelibano, Gretchen","Montelibano, Jose; Montelibano, Marissa  
","Alfonso, Grace Javier ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000052,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_BiyahengFXPatungosaKinabukasanniNaldo.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll053,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_EmpacesM_DoctoronCall.png?raw=true,,,Doctor on call ,"The Bulacan Medical Emergency Rescue Team or BMERT helps people in Bulacan in terms of giving free medicines, check-ups, and other services such as Tuli and CPR tutorial. As their initiative widens, there are adjustments they are trying to make. [supplied by Quad]","DISASTERS IN FILM, PROFESSIONS IN FILMS",fil,Doc.,20:42,"Empaces, Margret C. ","Empaces, Teselda; Empaces, Madelyn; Empaces, Maricel","Alfonso, Grace Javier ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000053,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Doctoroncall.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll054,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_MayorC_NakaukitnaPaghanga.png?raw=true,,,Nakaukit na Paghanga ,,"BUILDINGS IN FILMS, RELIGION AND THE CINEMA",fil,Doc.,18:01,"Mayor, Cherrie Mae Ragot","Mayor, Cynthia; Mayor, Cherrie Mae; Santos, Lyndon; Brotonel, Reginald; Mayor, Carlito","Alfonso, Grace Javier ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000054,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_NakaukitnaPaghanga.m4v ,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll055,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_SistozaI_Paglisan.png?raw=true,,,Paglisan ,"Abstract
Ang aking tesis na isang maikling naratibong pinamagatang ""Paglisan"" ay tungkol sa mga ala-ala ng isang ina sa kanyang kaisa-isang anak na babae na humiwalay na sa kanya. Isang pagsilip sa buhay ni Nicole (ang ina) sa pamamagitan ng pagbukas ng isang pahina sa kanyang buhay talaan - ang kanyang pinakatatagong diary. Sa pagdaloy ng pelikula ay malalaman nating noong ipinagbubuntis pa lamang ni Nicole ang kanyang anak ay gusto na itong ipalaglag o patayin ni Miguel, ang kanyang asawa. Ngunit hindi siya napilit nito at itinuloy pa rin niya ang pagbubuntis hanggang sa maipanganak nga niya si Denerisa.
Mula pagkabata ni Denerisa ay hindi na siya pinakitaan ng pagmamahal ng ama niya. Nariyang sinasaktan siya ng pisikal maliban sa emosyonal na pagpapasakit nito sa anak sa pagtanda. At bilang isang ina ay ang tanging maipapalit niya sa mga sakit na ito ay ang kanyang pagaaruga, paguunawa at pasensya.
Hanggang sa makapagtapos na ang kanyang anak. Sa araw ng pagkamit ng diploma ng anak, naaalala niya ang mga pangyayaring nagsilbing sanhi ng mga sakit at galit na rin mula sa anak para sa ama. At sa pagalis ng kanyang anak ay hinahangad niya ang isang buhay na punong-puno ng ganap na pagmamahal, isang buhay na kailanman ay hindi natagpuan ng anak sa sariling pamilya.
Ang katapusan ng pelikula ay hindi masaya at hindi rin malungkot. Ito ay puro tinatapos sa mga salitang hangad ay pagasa para sa anak at para na rin sa ama.","MEMORY IN FILMS 
",fil,Nar.,13:42,"Sistoza, Irene Abigail H.","Felipe, Benjie; Sistoza, Christian Pauline; Ribangcos, Joe; ","Alfonso, Grace Javier ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000055,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Paglisan.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll056,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_CortezT_Pasindi.png?raw=true,,,Pasindi ,,"WRITERS IN FILMS
",fil,Doc.,18:47,"Cortes, Tiffany Michelle R.","Cortez; Tiffany Michelle; Punzalan, Bang; Torqueza, Arthur","Alfonso, Grace Javier ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000056,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Pasindi.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll057,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_DelaCruzJ;RicamonteE_Habeon.png?raw=true,,,Habeon,,CULTURE AND THE CINEMA,fil,Doc.,18:18,"Dela Cruz, Jenny Ann; Ricamonte, Erwin ","Dela Cruz, Jenny Ann; Ricamonte, Erwin; The People of Aklan              
","Velasco, Jovenal D. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000057,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Habeon.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll058,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_BaizasR;CayetanoL_MoreThanMeetstheEye.png?raw=true,,,More Than Meets the Eye,"Abstract

The documentary follows the search of two film students as they look for their old toys and old memories. In the process they interview fellow children of the 1980's and discover that they are not alone in their search, it seems that others are remembering and feel the need to bring their old toys back as well. This leads them to interview certain people who could help explain their fascination with bringing back these old toys. Ultimately they come up with a conclusion that will change the way they look at toys forever.
The documentary is a mixture of styles drawn from both the classic documentaries and modern documentaries. In some scenes the film extensively uses visual graphics while in others it tries to capture the ""moment"" as it actually happens such as the unrehearsed verity of them as they search for their old toys in a toy warehouse.
The search of the two film makers does not only bring nostalgia or memories back to the children of the 1980's, but it also gives a timely assessment and analysis which brings a new perspective into how we should a look at significant objects from our past.",CARTOON CHARACTERS IN FILMS,fil,Doc.,0:29:24,"Baizas, Ricky; Cayetano, Lino ","Baizas, Melecio; Baizas, Violeta; Cayetano, Renato; Cayetano, Sandra; Baizas, Ricky; Cayetano, Lino; Martinez, Boy; ","Velasco, Jovenal D. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000058,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_MoreThanMeetstheEye.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll059,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_NadalS_SalonPaz.png?raw=true,,,SalonPaz ,,CRIME IN FILMS,fil,Nar.,0:26:57,"Nadal, Shella; Torres, Marinelle ","Nadal, Shella; Torres, Marinelle; Escalante, Pia Josefa; Villaraza, Eric;","Velasco, Jovenal D. ",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000059,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_SalonPaz.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll060,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_BautistaR_Makina.png?raw=true,,,Makina,"Abstract
""We have learned to eliminate space and to annihilate people but we still lag far behind in learning to get along with each other."" William C. Menninger, President of the American Psychiatric Association
It is man's knowledge about the physical sciences and his capability to harness that knowledge that brought him to the level where he would dominate the world. His immense capacity to think more than made up for the fragile body he had compared to the robust, agile and strong bodies other animals possessed. But now, the road of evolution man took has brought him into a situation that would lead him into self- destruction. Technically skilled and more knowledgeable, humans can now invent and use",MACHINES IN FILMS,fil,Ani.,7:52,"Bautista, Ramon","Crus, Aristotle; Matic, Tomas; Rivera, RA; Bautista, Ernesto; Bautista, Leonida","Tiongson, Nicanor",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000060,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_Makina.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll061,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/1999_Thesis_RiveraR_ItsRainingArentThey.png?raw=true,,,It's  Raining Aren't They?,,,fil,Nar.,15:16,"Amorsolo, Rodolfo; Rivera; Cueto","Amorsolo, Rodolfo; Rivera; Cueto; Luneta, Bambam; Sabayton, Jun","Tiongson, Nicanor",1999,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000061,Image;MovingImage,image/jpeg,2024-01-03 (Created),1999_It's RainingAren'tThey.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll062,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_AdlawanN;LindoP_Kaldero.png?raw=true,,,Kaldero,"Abstract

Ang pamilya ay itinuturing na pundasyon ng ating lipunan. Ito ang pinakapangunahing elemento o bahagi ng isang bubong na kung tawagin ay lipunan. Sa kanya kumita ng liwanag ang mga kaisipang nagpabago, nagpapabago, at magpapabago sa ating kapaligiran. Salamin din ito ng namamayaning kultura at mahahalagang pangyayari sa ating mga buhay. Ito ang tanggulan ng isang kaluluwang naligaw ng landas o ng isang tinig na nagkamit ng tagumpay. Bawat kasapi ay may isang mahalagang bahaging ginagampanan. Ang ama ang haligi, ang ina ang ilaw, at ang anak ang mga anghel na nakasilong sa mapagpalang mga kamay ng mga magulang Bawat kasapi ay kabilang sa milyon-milyong indibidwal na may sariling mundong ginagalawan na kapag nagsama-sama ay maaaring pagmulan ng isang maganda o hindi magandang kahihinatnan

Pangunahing layunin ng pelikulang ito ang maipahiwatig ang saloobin ng pagtutol sa pagiging patriarkal ng ating lipunan. Nais nitong maipakita ang paghiling ng pagkakapantay-pantay ng lalake at babae bakla o tomboy. Ang pagtutol sa ideolohiyang patriarkal ay matagal nang nagsimula, ngunit hanggang ngayon ay hindi pa rin lubusang nakakamit ang kanilang layunin. Ang pelikula ay nagtatangka na kahit papaano ay makatulong sa patuloy na pakikipaglaban ng mga kababaihan at mga bakla sa ating lipunan.
",GENDER AND THE CINEMA,fil,Nar.,8:38,"Adlawan, Nathalie B.; Lindo, Priscilla F. ","Adlawan, Macardo; Tadena, JA;  Rubis, Marcelle; Beltran, Louella; Mosquera, Jojo; ","Lejano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000062,Image;MovingImage,image/jpeg,2024-01-03 (Created),2000_Kaldero.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll063,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_NavarreteS;TorresI_Tamar.png?raw=true,,,Tamar ,,,fil,Exp,4:30,"Navarrete, Suzette G.; Torres, Ida G. ","Alibutod, Lucy; de Guzman; Aurea; Loredo, Carmencita; Navarrete, Susana","Alfonso, Grace Javier ",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000063,Image;MovingImage,image/jpeg,2024-01-03 (Created),2000_Tamar.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll064,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_PaloyoW;GastosD_DatuPuti.png?raw=true,,,Datu Puti ,"Puti and his family are going to their cousin’s wedding. Through their walking journey, Ama lost their way and got confused with the map. Puti saw a woman that made him interested. When his parents got tired and slept, he wander around and he tripped and fell. Karikitan helped him and encouraged him to try new things that his parents restricted him to do. [Supplied by Quad]",CHILDREN IN FILMS,fil,Nar./ ani.,20:08,"Paloyo, Wilfredo R.","Paloyo, Wilfredo N.; Paloyo, Maria Lourdes R.; Gelbolingo, Thea  
","De Guzman, Anne Marie G. ",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000064,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_DatuPuti.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll065,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_CastroJ_HopyaLoveMeToo.png?raw=true,,,Hopya Love me too ,,LOVE IN FILMS,fil,Nar.,18:35,"Castro, Jade Francis","Castro, Manuel; Castro, Ruby; Tugade, Rachel; Manebo, Peter; ","De Guzman, Anne Marie G. ",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000065,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_HopyaLovemetoo.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll066,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_GelbolingoT;GuermoS_Liyab.png?raw=true,,,Liyab ,"Abstract


As we examine ourselves and our way of living, we cannot in anyway say that life for us is perfect. Just when we thought everything is going right for us, we notice a certain stain that blots out and voids whatever good there is left in us. Such is life's harsh reality.

""Liyab"" is the story of a fireman who saves lives and homes but fails to save his own. His wife is having an affair with another man. His feigned tolerance of this consuming heat eventually leads to a catastrophic end for all of them. This is the irony of living. We often notice the flaws of others and yet, we fail to recognize our own. When we do, we find drastic measures thinking we can correct it, which we often fail to do.

There is an inner struggle for man to be truly good. However, when he is asked to live this out and when forced to prove this goodness, he often fails.

",HUMAN RELATIONS IN FILMS,fil,Nar.,12:21,"Gelbolingo, Thea; Guemo, Sheryll Ann","Bautista, Ramon; Estrada Daizy; Gelbolingo, Teodulo; Gelbolingo, Sonia; Guemo, Remigio; Guemo, Luming","De Guzman, Anne Marie G. ",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000066,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_Liyab.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll067,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_BagadiongM_Nekyia.png?raw=true,,,Nekyia ,"Abstract
Nekyia means ""descent into hell"". It is a term used by Carl Jung when he refers to Picasso's work. He regards it as an important process in the development of a person. For only by undertaking this journey could an individual ever hope to come to terms with himself/herself. The journey is what our lead character had to go through in this film.

The film revolves around our lead character looking at herself in front of the mirror as she recalls her experiences. Each part of her face is a symbol of what she went through. Her different experiences and the choices she made, make up all the puzzles in her face. She may have acquired her eyes from her mother but the rest is a result of her way of adjusting to her environment and the way she chose to be. She explores and discovers reality and as she becomes part of it by learning things and acquiring those parts from those experiences. Her hideous face is a symbol of what we all are underneath our pretenses. This is the fact that no matter how revolting our experiences may seem to be, these are the things that make us whole and beautiful. The ugliness that we have underneath is what makes us truly human and unique in our own way.

The film is shot using a Hi-8 video camera with overlays of 3d animation since I feel that the best way to show the development of the face of the character would be through this medium.

",,fil,Exp.,5:46,"Bagadiong, Ma. Jacquelyn S.","Bagadiong, Ma. Jacquelyn S.; Vinluan, Reginald; ","Santiago, Arminda V. ",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000067,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_Nekyia.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll068,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_SantosL_AkosiSuperbiker.png?raw=true,,,Ako si Super biker ,"Abstract

The thesis is about the story of a poor boy whose loss of his first bought property motivated him to strive hard in life. The story is based on the premise that oftentimes to the materially deprived, even the means of escape from their humdrum experience is a luxury they could hardly afford.

There was a boy living with his mother in a small rented house owned by a rotten landlady. Juanito, the boy, got to own a bicycle which to him was his first source of power and escape from all of life's miseries. Due to some circumstances, the boy lost this first bought property to their wicked landlady as payment for his mother's obligations. The recurring recollections of his bicycle led him to pursue a better life.

This production used a straight narrative, stream of consciousness type of storytelling and was shot in Digital Video format.",SOCIETY IN FILMS,fil,Nar./ ani,14:38,"Santos, Lyndon","Santos, Arceo S.D; Santos, Lizabeth B.","Lejano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000068,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_AkosiSuperbiker.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll069,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_BernandoA;%20EscamillaA_Bahid.png?raw=true,,,Bahid ,"Abstract

This thesis production is a 12-minute digital video narrative on the inherent discrimination against lesbians, particularly in the workplace. It focuses on a teacher as she goes through the struggles of being a lesbian in a conservative environment.

The plot takes place in an exclusive for girls' Catholic school where the two main characters work as teachers. Set in a religious environment, both work hard to keep their jobs and their identity intact. The point of the story is that even though they are good in their chosen profession, they were dismissed because of their innate sexuality.
","GENDER AND THE CINEMA, TEACHERS IN FILMS",fil,Nar.,10:42,"Bernardo, Alethea A. & April Lyn L. Escamille","Abesames, Edsel ","Lejano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000069,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_Bahid.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll070,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_ManuelC;RemoA_Hapunan.png?raw=true,,,Hapunan ,"Abstract 
Hapunan is a film about a seemingly perfect, upper middle class family having a dinner during Lent. As the dinner begins, the tension underlying the family's polished veneer becomes very evident. Repressed conflicts between members of the family are revealed as the dinner progresses, with the pent-up negative feelings beginning to make their way to the surface. By the end of the meal, their resentment towards one another is keenly expressed, and the perfect dinner is ruined. By the end of the film, however, there is a feeling of hope for the family, seen through their possible ability to build a stronger relationship through meaningful communication.",FAMILY IN FILMS,fil,Nar.,9:37,"Manuel, Cerise Anne V.; Remo, Abbie L. ","Manuel, Cerise Anne V.; Remo, Abbie L.; Flores, Odyssey; Dale, Ron","Lejano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000070,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_Hapunan.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll071,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_DeJesusR_IntoTheMainstream.png?raw=true,,,Into the Mainstream ,,INDEPENDENT FILMS,fil,Doc.,17:20,"De Jesus, Ramil","Trinidad, Jojo; Castro, Jade; Bautista, Ramon; Lontoc, Ferdie","Lejano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000071,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_IntotheMainstream.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll072,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_AlilioA;TorreM_CotilliondeHonor.png?raw=true,,,Cotillon de Honor ,"Patricia’s debut will happen after days. Rosie, her mother, pressures her husband to contribute for the event. Little did she know that Junior, her husband, lost his job. She does not know what to do since they invited many people for Patricia’s debut. [supplied by Quad]","FAMILY IN FILMS, LABOUR",fil,Nar.,14min,"Alilio, Abegail; Torre, Maria Ruby ","Alilio Family, Torre Family; Balce, Eli ","Piano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000072,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_CotillondeHonor.m4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
coll073,https://github.com/upfifilmarchives/AVcollection/blob/main/objects/2000_Thesis_LizanoL;ManaoisS_GP.png?raw=true,,,GP ,"Abstract

""Today knowledge has power. It controls access to opportunity and advancement"". Peter Drucker, a management expert said. Having access to advancement and technology with the hopes of becoming successful are the very reasons why people work hard to earn a diploma

According to Richard Murnane and Frank Levy, ""...only workers with skills needed in new, good jobs will participate in the prosperity accompanying economic growth. This idea is supported by the Human Capital Theory which discusses the role of individual citizens and their personal success which contribute to the development of the nation as a whole.

Education plays a vital role in providing individuals with a good life. In lieu with this, the Department of Education Culture and Sports (DECS) and the U.P. Pahinungod with their volunteer program Gurong Pahinungod reach out to the less fortunate members of the society and help in giving them education that will help them survive the highly society.

Now that even the far flung areas of the country are open to the trading community, many of the elders in these areas are still illiterate.
unable to perform basic mathematical skills vital in the everyday life of provincial business trading.

One of the programs within the Gurong Pahinungod is the Adult Literacy Program which aims to help barrio elders gain the knowledge needed in their trade.

To conquer this problem of illiteracy, competent and dedicated volunteer teachers are needed. But so far. there has been a dwindling number of volunteers each year who are willing to immerse themselves for one year in the province. Coupled with the 'budget cut' affecting the university and in effect, lowering the allotted budget for U.P. Pahinungod, Gurong Pahinungod Program included, recruitment has been dry. Inadequacy of volunteers is now fast becoming an obstacle for the organization now that there is an increasing demand for volunteers In many areas.

Supported by interviews and actual shots of the activities in the program, this documentary focuses on the need for competent and dedicated volunteer teachers showing how they address the illiteracy problem in Sitio Addang, Paracelis. Mt. Province.
","STUDENTS IN FILMS, SOCIETY IN FILMS",fil,Doc.,16:36,"Lizano, Louise Hazel; Manaois, Sherren","Lizano, Louise Hazel; Manaois, Sherren; Lizano, Ethel C; Manaois, Nena B; Manaois, Santiago C.             ","Piano, Eduardo",2000,"Manila, Philippines",14.65677,121.0672,UPFI Student Thesis AV Collection,UPFI000073,Image;MovingImage,image/jpeg,2024-01-04 (Created),2000_GP.4v,Educational use only,https://mainlib.upd.edu.ph/university-archives/revised-policy-on-access-to-theses-and-dissertations-2017/
